,$id,Name,Position,Grade,YearOfBirth,PersonalShares,FromDate,ClosedDate,StockCode
28,30,Ms. Bùi Thị Quỳnh Hương,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BT6
29,31,Ms. Phạm Thị Hằng,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BT6
30,32,Ms. Phạm Thị Khánh Trang,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BT6
31,33,Ms. Bùi Thị Quỳnh Hương,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BT6
32,34,Ms. Phạm Thị Hằng,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BT6
33,35,Mr. Trần Thanh Dũng,Member of Supervisory Board,"23,14",1961      ,0.0,2010      ,2020-12-31T00:00:00,BT6
34,36,Mr. Nguyễn Văn Đua,Member of Supervisory Board,15,1978      ,0.0,2010      ,2020-12-31T00:00:00,BT6
35,37,Mr. Lê Anh Thi,Finance Director,111,1976      ,0.0,2013      ,2020-12-31T00:00:00,BT6
36,38,Ms. Huỳnh Thị Bích Kiều,Finance Director,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BT6
0,2,Mr. Phạm Trung Kiên,Chairman of BOD,"60,56",-1        ,23200.0,N/A       ,2020-12-31T00:00:00,BTB
1,3,Mr. Vũ Thanh Liêm,Director/Chairman of BOD,"59,74",1963      ,53800.0,1988      ,2020-12-31T00:00:00,BTB
2,4,Mr. Lê Qúy Huệ,Chief of Supervisory Board,8,1973      ,2550.0,1996      ,2020-12-31T00:00:00,BTB
3,5,Mr. Lê Qúy Huệ,Chief of Supervisory Board,8,1973      ,2550.0,1996      ,2020-12-31T00:00:00,BTB
4,6,Mr. Hoàng Trọng Thư,Chief Accountant/Member of BOD,59,1964      ,25047.0,2009      ,2020-12-31T00:00:00,BTB
5,7,Mr. Vũ Xuân Vinh,Chief Accountant,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,BTB
6,8,Mr. Vũ Thanh Liêm,Director/Member of BOD,"59,74",1963      ,53800.0,1988      ,2020-12-31T00:00:00,BTB
7,9,Mr. Hoàng Chí Thanh,Member of BOD,"24,35,54",1973      ,0.0,2016      ,2020-12-31T00:00:00,BTB
8,10,Mr. Phạm Xuân Hạnh,Member of BOD,299,1979      ,5108.0,N/A       ,2020-12-31T00:00:00,BTB
9,11,Mr. Phạm Xuân Hạnh,Member of BOD,203,-1        ,5108.0,N/A       ,2020-12-31T00:00:00,BTB
10,12,Mr. Hoàng Chí Thanh,Member of BOD,"24,35,54",1973      ,0.0,2016      ,2020-12-31T00:00:00,BTB
11,13,Ms. Lê Thị Phương Lan,Member of Supervisory Board,59,1977      ,0.0,N/A       ,2020-12-31T00:00:00,BTB
12,14,Mr. Phạm Mạnh Toàn,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BTB
13,15,Mr. Phạm Mạnh Toàn,Member of Supervisory Board,"322,166",1991      ,0.0,N/A       ,2020-12-31T00:00:00,BTB
14,16,Ms. Lê Thị Phương Lan,Member of Supervisory Board,59,1977      ,0.0,N/A       ,2020-12-31T00:00:00,BTB
15,17,Mr. Nguyễn Hữu Cường,Deputy Director/Member of BOD,33,1965      ,12800.0,1995      ,2020-12-31T00:00:00,BTB
16,18,Mr. Nguyễn Hữu Cường,Deputy Director/Member of BOD,33,1965      ,12800.0,1995      ,2020-12-31T00:00:00,BTB
0,2,Mr. Đỗ Chí Nguyễn,Chairman of BOD,49,1971      ,0.0,N/A       ,2020-12-31T00:00:00,BTD
1,3,Ms. Đặng Quang Cường,Chief of Supervisory Board,203,1965      ,-1.0,2019      ,2020-12-31T00:00:00,BTD
2,4,Mr. Phạm Anh Linh,Chief Accountant,203,1983      ,-1.0,2007      ,2020-12-31T00:00:00,BTD
3,5,Mr. Nguyễn Hữu Ý,Director/Member of BOD,"59,266",1963      ,0.0,2016      ,2020-12-31T00:00:00,BTD
4,6,Mr. Nguyễn Thế Phương,Member of BOD,203,1979      ,-1.0,2019      ,2020-12-31T00:00:00,BTD
5,7,Mr. Đỗ Văn Hùng,Member of Supervisory Board,59,1977      ,0.0,2012      ,2020-12-31T00:00:00,BTD
6,8,Ms. Nguyễn Việt Hòa,Member of Supervisory Board,"23,13",1975      ,30328.0,2001      ,2020-12-31T00:00:00,BTD
7,9,Mr. Hồ Đăng Khoa,Deputy Director/Member of BOD,413,1982      ,100.0,2007      ,2020-12-31T00:00:00,BTD
8,10,Ms. Phan Thị Hồng Phúc,Deputy Director/Member of BOD,59,1975      ,115613.0,1997      ,2020-12-31T00:00:00,BTD
9,11,Mr. Trần Hữu Thạch,Deputy Director,203,1960      ,65872.0,1996      ,2020-12-31T00:00:00,BTD
0,2,Mr. Lê Huy Hoàng,Chairman of BOD,"24,49",1959      ,238428.0,1982      ,2020-12-31T00:00:00,BTN
1,3,Mr. Trần Mạnh Hùng,Director/Member of BOD,215,1974      ,52075.0,1996      ,2020-12-31T00:00:00,BTN
2,4,Ms. Trần Thị Kim Chi,Member of BOD,88,1965      ,228967.0,1982      ,2020-12-31T00:00:00,BTN
3,5,Ms. Nguyễn Thị Thơm,Member of BOD,"88,57",1964      ,86122.0,1986      ,2020-12-31T00:00:00,BTN
4,6,Mr. Phạm Văn Thanh,Member of Supervisory Board,361,1968      ,49107.0,1986      ,2020-12-31T00:00:00,BTN
5,7,Mr. Lê Ngọc Sơn,Member of Supervisory Board,88,1971      ,49068.0,2000      ,2020-12-31T00:00:00,BTN
6,8,Mr. Nguyễn Văn Hưng,Member of Supervisory Board,203,-1        ,52354.0,N/A       ,2020-12-31T00:00:00,BTN
7,9,Mr. Ngô Quốc Vương,Chief Accountant/Deputy Director,"59,686",1974      ,88699.0,1997      ,2020-12-31T00:00:00,BTN
8,10,Mr. Lê Thanh Kỳ,Vice Chairman of BOD/Deputy Director,"24,57",1957      ,245086.0,1979      ,2020-12-31T00:00:00,BTN
0,2,Mr. Phan Thanh Xuân,Chairman of BOD,"248,56",1961      ,0.0,2018      ,2020-12-31T00:00:00,BTP
1,3,Mr. Lê Văn Huy,CEO/Member of BOD,661,1970      ,0.0,1997      ,2020-12-31T00:00:00,BTP
2,4,Ms. Phan Thị Thùy Linh,Chief of Supervisory Board,88,1987      ,0.0,2009      ,2020-12-31T00:00:00,BTP
3,5,Ms. Trần Thị Bảo Xuân,Chief Accountant,8,1973      ,0.0,2001      ,2020-12-31T00:00:00,BTP
4,6,Mr. Lê Thế Sơn,Member of BOD,56,1962      ,0.0,2009      ,2020-12-31T00:00:00,BTP
5,7,Mr. Châu Thanh Cần,Member of BOD,248,1959      ,0.0,2017      ,2020-12-31T00:00:00,BTP
6,8,Mr. Đoàn Ngọc Nhân,Deputy CEO/Member of BOD,"22,431",1980      ,0.0,2015      ,2020-12-31T00:00:00,BTP
7,9,Mr. Võ Nhu,Deputy CEO,99,1967      ,0.0,1994      ,2020-12-31T00:00:00,BTP
8,10,Mr. Đinh Tuấn Anh,Member of Supervisory Board,114,1982      ,0.0,2019      ,2020-12-31T00:00:00,BTP
9,11,Ms. Nguyễn Thị Thanh Hương,Member of Supervisory Board,"59,56",1969      ,0.0,2017      ,2020-12-31T00:00:00,BTP
0,2,Mr. Phạm Đức Cường,Chairman of BOD,"450,397",1970      ,1755.0,1995      ,2020-12-31T00:00:00,BTS
1,3,Mr. Đỗ Tiến Trình,CEO/Member of BOD,"41,56",1979      ,0.0,2016      ,2020-12-31T00:00:00,BTS
2,4,Mr. Doãn Hữu Phong,Chief of Supervisory Board,"88,304",1969      ,0.0,2000      ,2020-12-31T00:00:00,BTS
3,5,Ms. Lê Thị Khanh,Chief Accountant/Member of BOD,"142,304",1974      ,2719.0,2008      ,2020-12-31T00:00:00,BTS
4,6,Mr. Phạm Tuấn Long,Member of BOD,416,1977      ,0.0,N/A       ,2020-12-31T00:00:00,BTS
5,7,Mr. Nguyễn Thế Hùng,Deputy CEO/Member of BOD,"72,56",1980      ,0.0,2014      ,2020-12-31T00:00:00,BTS
6,8,Mr. Lê Văn Hà,Deputy CEO,39,1973      ,0.0,1996      ,2020-12-31T00:00:00,BTS
7,9,Mr. Trần Ngọc Hải,Member of Supervisory Board,88,1988      ,0.0,2013      ,2020-12-31T00:00:00,BTS
8,10,Mr. Đặng Vũ Hải,Member of Supervisory Board,88,1986      ,0.0,2014      ,2020-12-31T00:00:00,BTS
0,2,Mr. Trần Hữu Hoàng Vũ,CEO/Member of BOD,49,1972      ,59267.0,N/A       ,2021-06-30T00:00:00,BTT
1,3,Ms. Hoàng Thanh Hải,Chief of Supervisory Board,203,-1        ,0.0,N/A       ,2021-06-30T00:00:00,BTT
2,4,Mr. Nguyễn Thanh Nhựt,Chief Accountant,203,-1        ,0.0,N/A       ,2021-06-30T00:00:00,BTT
3,5,Mr. Lê Văn Hùng,Member of BOD,203,-1        ,0.0,          ,2021-06-30T00:00:00,BTT
4,6,Mr. Nguyễn Công Hiếu,Member of BOD,203,-1        ,0.0,          ,2021-06-30T00:00:00,BTT
5,7,Mr. Trần Hải Thuận,Deputy CEO,203,-1        ,0.0,N/A       ,2021-06-30T00:00:00,BTT
6,8,Ms. Đặng Thị Bảo Ngọc,Deputy CEO,203,-1        ,2621.0,N/A       ,2021-06-30T00:00:00,BTT
7,9,Ms. Nguyễn Thị Mai Trâm,Deputy CEO//,"23,56",1979      ,60200.0,N/A       ,2021-06-30T00:00:00,BTT
8,10,Ms. Nguyễn Hoài Phương,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2021-06-30T00:00:00,BTT
9,11,Ms. Tạ Thanh Trang,/,203,-1        ,-1.0,N/A       ,2021-06-30T00:00:00,BTT
0,2,Mr. Nguyễn Ngọc Châu,Chairman of BOD,24,1970      ,6800.0,1995      ,2020-12-31T00:00:00,BTV
1,3,Mr. Vũ Đình Quân,Chairman of BOD/CEO,24,1976      ,7600.0,1998      ,2020-12-31T00:00:00,BTV
2,4,Mr. Vũ Đình Quân,CEO/Member of BOD,24,1976      ,7600.0,1998      ,2020-12-31T00:00:00,BTV
3,5,Mr. Nguyễn Minh Hùng,Chief of Supervisory Board,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,BTV
4,6,Mr. Nguyễn Minh Hùng,Chief of Supervisory Board,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,BTV
5,7,Mr. Nguyễn Ngọc Hoài Nguyên,Chief Accountant/Member of BOD,88,1966      ,2400.0,2006      ,2020-12-31T00:00:00,BTV
6,8,Mr. Nguyễn Ngọc Hoài Nguyên,Chief Accountant,88,1966      ,2400.0,2006      ,2020-12-31T00:00:00,BTV
7,9,Mr. Hoàng Tâm Hòa,Member of BOD,24,1969      ,7100.0,1993      ,2020-12-31T00:00:00,BTV
8,10,Ms. Nguyễn Thị Hương Giang,Member of BOD,23,1983      ,0.0,2015      ,2020-12-31T00:00:00,BTV
9,11,Mr. Đặng Thanh Hải,Member of BOD,"59,23",1976      ,0.0,2016      ,2020-12-31T00:00:00,BTV
10,12,Mr. Phan Quang Chất,Member of BOD,24,1962      ,0.0,1998      ,2020-12-31T00:00:00,BTV
11,13,Mr. Nguyễn Phước Bảo Anh,Member of BOD,55,1982      ,0.0,          ,2020-12-31T00:00:00,BTV
12,14,Mr. Đặng Thanh Hải,Member of BOD,"59,23",1976      ,0.0,2016      ,2020-12-31T00:00:00,BTV
13,15,Mr. Nguyễn Phước Bảo Anh,Member of BOD,55,1982      ,0.0,          ,2020-12-31T00:00:00,BTV
14,16,Ms. Đặng Thị Thi Thanh,Deputy CEO/Member of BOD,3,1978      ,4000.0,2000      ,2020-12-31T00:00:00,BTV
15,17,Mr. Trần Quang Trường,Deputy CEO,"88,24",1965      ,1400.0,1992      ,2020-12-31T00:00:00,BTV
16,18,Ms. Đặng Thị Thi Thanh,Deputy CEO,3,1978      ,4000.0,2000      ,2020-12-31T00:00:00,BTV
17,19,Mr. Trần Quang Trường,Deputy CEO,"88,24",1965      ,1400.0,1992      ,2020-12-31T00:00:00,BTV
18,20,Ms. Tạ Thị Cẩm Vinh,Deputy CEO,617,1972      ,6200.0,2002      ,2020-12-31T00:00:00,BTV
19,21,Ms. Đinh Thị Hồng Vân,Member of Supervisory Board,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,BTV
20,22,Mr. Thái Minh Duy,Member of Supervisory Board,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,BTV
21,23,Ms. Đinh Thị Hồng Vân,Member of Supervisory Board,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,BTV
22,24,Mr. Thái Minh Duy,Member of Supervisory Board,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,BTV
0,2,Ms. Phạm Thị Thanh Vân,Chairman of BOD,"88,24",1968      ,1400.0,2004      ,2020-12-31T00:00:00,BTW
1,3,Ms. Nguyễn Thị Thu Hương,Chief of Supervisory Board,15,1972      ,1000.0,1996      ,2020-12-31T00:00:00,BTW
2,4,Mr. Nguyễn Hữu Cường,Chief Accountant,8,1971      ,1500.0,2003      ,2020-12-31T00:00:00,BTW
3,5,Mr. Nguyễn Thành Phúc,Director/Member of BOD,"59,23",1964      ,0.0,2012      ,2020-12-31T00:00:00,BTW
4,6,Mr. Tạ Chương Lâm,Member of BOD,309,1979      ,0.0,2017      ,2020-12-31T00:00:00,BTW
5,7,Mr. Trần Quang Minh,Member of BOD,"1,443,193,240",1970      ,0.0,2017      ,2020-12-31T00:00:00,BTW
6,8,Mr. Nguyễn Thanh Tùng,Member of BOD,304,1966      ,0.0,2016      ,2020-12-31T00:00:00,BTW
7,9,Mr. Huỳnh Đức Thành,Member of BOD,"97,23",1977      ,0.0,2006      ,2020-12-31T00:00:00,BTW
8,10,Ms. Phạm Thị Phương Linh,Member of Supervisory Board,373,1983      ,0.0,2017      ,2020-12-31T00:00:00,BTW
9,11,Ms. Thạch Dương Kim An,Member of Supervisory Board,59,1989      ,0.0,2020      ,2020-12-31T00:00:00,BTW
10,12,Mr. Phạm Hồng Thắng,Deputy Director,"558,443,49,660",1974      ,0.0,2014      ,2020-12-31T00:00:00,BTW
11,13,Mr. Nguyễn Mười,Deputy Director,59,1973      ,0.0,2005      ,2020-12-31T00:00:00,BTW
0,2,Mr. Đào Đình Thi,Chairman of BOD,"59,56",1974      ,55045.0,2014      ,2020-12-31T00:00:00,BVH
1,3,Mr. Đỗ Trường Minh,CEO/Member of BOD,56,1971      ,15000.0,2018      ,2020-12-31T00:00:00,BVH
2,4,Mr. Ông Tiến Hùng,Chief of Supervisory Board,56,1964      ,67239.0,2012      ,2020-12-31T00:00:00,BVH
3,5,Mr. Nguyễn Xuân Hòa,Chief Accountant,56,1977      ,40314.0,2016      ,2020-12-31T00:00:00,BVH
4,6,Ms. Thân Hiền Anh,Member of BOD,"416,56",1974      ,34903.0,2014      ,2020-12-31T00:00:00,BVH
5,7,Mr. Nguyễn Xuân Việt,Member of BOD,59,1970      ,83955.0,N/A       ,2020-12-31T00:00:00,BVH
6,8,Mr. Kenji Yoneda,Member of BOD,309,1966      ,0.0,N/A       ,2020-12-31T00:00:00,BVH
7,9,Mr. Nguyễn Đình An,Member of BOD,"416,55",1981      ,9960.0,N/A       ,2020-12-31T00:00:00,BVH
8,10,Mr. Vũ Thanh Hải,Member of Supervisory Board,322,1983      ,480.0,N/A       ,2020-12-31T00:00:00,BVH
9,11,Ms. Trần Thị Phương,Member of Supervisory Board,88,1988      ,1500.0,N/A       ,2020-12-31T00:00:00,BVH
10,12,Mr. Phạm Ngọc Tú,Deputy Director,55,1979      ,3614.0,2015      ,2020-12-31T00:00:00,BVH
11,13,Mr. Nguyễn Anh Tuấn,Director of Operations,304,1978      ,0.0,2016      ,2020-12-31T00:00:00,BVH
12,14,Mr. Teruo Shimmen,Member of Internal Audit/Member of BOD,3,1969      ,0.0,N/A       ,2020-12-31T00:00:00,BVH
13,15,Ms. Trần Thị Diệu Hằng,Cheif of Internal Audit/Member of BOD,56,1973      ,0.0,N/A       ,2020-12-31T00:00:00,BVH
0,2,Mr. Nguyễn Hồng Tuấn,Chairman of BOD,"23,142,555,56",1969      ,26.0,2017      ,2020-12-31T00:00:00,BVS
1,3,Mr. Nhữ Đình Hòa,CEO/Member of BOD,"24,166",1972      ,109500.0,2000      ,2020-12-31T00:00:00,BVS
2,4,Mr. Nguyễn Xuân Hòa,Chief of Supervisory Board,56,1977      ,0.0,2015      ,2020-12-31T00:00:00,BVS
3,5,Ms. Nguyễn Hồng Thủy,Chief Accountant,416,1973      ,0.0,N/A       ,2020-12-31T00:00:00,BVS
4,6,Mr. Lê Xuân Nam,Member of BOD,304,1982      ,0.0,2020      ,2020-12-31T00:00:00,BVS
5,7,Mr. Nguyễn Quang Hưng,Member of BOD,"59,555,56",1974      ,0.0,2017      ,2020-12-31T00:00:00,BVS
6,8,Mr. Nguyễn Anh Tuấn,Member of BOD,304,1977      ,0.0,2016      ,2020-12-31T00:00:00,BVS
7,9,Ms. Nguyễn Thị Thanh Thủy,Deputy CEO,55,1976      ,4000.0,2003      ,2020-12-31T00:00:00,BVS
8,10,Mr. Hoàng Giang Bình,Member of Supervisory Board,426,1986      ,0.0,2015      ,2020-12-31T00:00:00,BVS
9,11,Ms. Nguyễn Thị Thanh Vân,Member of Supervisory Board,416,1982      ,0.0,2015      ,2020-12-31T00:00:00,BVS
0,2,Mr. Đinh Chí Đức,Chairman of BOD,443,1960      ,522216.0,1989      ,2020-12-31T00:00:00,BWS
1,3,Mr. Đinh Chí Đức,Chairman of BOD,443,1960      ,595367.0,1989      ,2020-12-31T00:00:00,BWS
2,4,Mr. Nguyễn Lương Điền,Vice Chairman of BOD/CEO,"24,443",1965      ,567982.0,1991      ,2020-12-31T00:00:00,BWS
3,5,Mr. Nguyễn Lương Điền,Vice Chairman of BOD/CEO,"24,443",1965      ,504874.0,1991      ,2020-12-31T00:00:00,BWS
4,6,Ms. Nguyễn Thị Hạnh,Chief of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BWS
5,7,Ms. Nguyễn Thị Hạnh,Chief of Supervisory Board,88,-1        ,176117.0,N/A       ,2020-12-31T00:00:00,BWS
6,8,Mr. Nguyễn Quốc Huy,Chief Accountant/Member of BOD,373,1976      ,318219.0,2000      ,2020-12-31T00:00:00,BWS
7,9,Mr. Nguyễn Quốc Huy,Chief Accountant/Member of BOD,373,1976      ,357995.0,2000      ,2020-12-31T00:00:00,BWS
8,10,Mr. Phạm Tấn Luận,Member of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BWS
9,11,Mr. Phạm Tấn Luận,Member of BOD,203,-1        ,183266.0,N/A       ,2020-12-31T00:00:00,BWS
10,12,Mr. Võ Văn Bình,Member of BOD,424,1967      ,0.0,2013      ,2020-12-31T00:00:00,BWS
11,13,Mr. Lê Minh Đức,Member of BOD,49,1969      ,0.0,1992      ,2020-12-31T00:00:00,BWS
12,14,Mr. Võ Văn Bình,Member of BOD,424,1967      ,0.0,2013      ,2020-12-31T00:00:00,BWS
13,15,Mr. Lê Minh Đức,Member of BOD,49,1969      ,261589.0,1992      ,2020-12-31T00:00:00,BWS
14,16,Mr. Nguyễn Tiến Lạng,Deputy CEO/Member of BOD,74,1964      ,547191.0,1990      ,2020-12-31T00:00:00,BWS
15,17,Mr. Nguyễn Cảnh Tùng,Deputy CEO/Member of BOD,"24,443",1965      ,473139.0,1991      ,2020-12-31T00:00:00,BWS
16,18,Mr. Nguyễn Tiến Lạng,Deputy CEO/Member of BOD,74,1964      ,486874.0,1990      ,2020-12-31T00:00:00,BWS
17,19,Mr. Nguyễn Cảnh Tùng,Deputy CEO/Member of BOD,"24,443",1965      ,420569.0,1991      ,2020-12-31T00:00:00,BWS
18,20,Ms. Nguyễn Thị Hoàng Ngọc,Member of Supervisory Board,373,1983      ,0.0,2014      ,2020-12-31T00:00:00,BWS
19,21,Ms. Nguyễn Thị Hoàng Ngọc,Member of Supervisory Board,373,1983      ,103308.0,2014      ,2020-12-31T00:00:00,BWS
20,22,Ms. Nguyễn Thị Nhung,Member of Supervisory Board,373,-1        ,115976.0,N/A       ,2020-12-31T00:00:00,BWS
21,23,Ms. Nguyễn Thị Nhung,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BWS
0,2,Mr. Mai Hồng Hải,Chairman of BOD,59,1972      ,3701.0,2015      ,2020-12-31T00:00:00,BXH
1,3,Ms. Đào Thị Thu Hòa,Chief of Supervisory Board,203,-1        ,500.0,N/A       ,2020-12-31T00:00:00,BXH
2,4,Ms. Hà Thúy Mai,Chief Accountant,203,-1        ,3400.0,N/A       ,2020-12-31T00:00:00,BXH
3,5,Mr. Nguyễn Anh Nghĩa,Director/Member of BOD,35,1962      ,3900.0,1990      ,2020-12-31T00:00:00,BXH
4,6,Mr. Nguyễn Văn Hạnh,Member of BOD,203,-1        ,74400.0,          ,2020-12-31T00:00:00,BXH
5,7,Ms. Đặng Thị Thanh Hữu,Member of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BXH
6,8,Ms. Nguyễn Thị Kim Chi,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,BXH
7,9,Ms. Nguyễn Thị Kim Anh,Member of Supervisory Board,203,-1        ,0.0,2012      ,2020-12-31T00:00:00,BXH
8,10,Mr. Hồng Anh Việt,Deputy Director/Member of BOD,56,1975      ,9050.0,N/A       ,2020-12-31T00:00:00,BXH
0,2,Mr. Tạ Cao Phong,Chairman of BOD,203,-1        ,25000.0,N/A       ,2020-12-31T00:00:00,C22
1,3,Mr. Bùi Viết Tuấn,CEO/Member of BOD,59,1967      ,0.0,2016      ,2020-12-31T00:00:00,C22
2,4,Mr. Nguyễn Trường Định,Chief of Supervisory Board,600,1984      ,200.0,2005      ,2020-12-31T00:00:00,C22
3,5,Ms. Nguyễn Thị Hoài Giang,Chief Accountant,88,1979      ,3700.0,2004      ,2020-12-31T00:00:00,C22
4,6,Ms. Nguyễn Thị Tuyết Nhung,Member of BOD,2,1963      ,160000.0,2007      ,2020-12-31T00:00:00,C22
5,7,Ms. Đỗ Thị Hường,Member of BOD,431,1970      ,3700.0,1993      ,2020-12-31T00:00:00,C22
6,8,Mr. Nguyễn Trung Dũng,Deputy CEO,203,1978      ,0.0,N/A       ,2020-12-31T00:00:00,C22
7,9,Ms. Phạm Thị Kim Loan,Member of Supervisory Board,88,1975      ,1000.0,2003      ,2020-12-31T00:00:00,C22
8,10,Ms. Nguyễn Thị Dung,Member of Supervisory Board,59,1971      ,1100.0,1996      ,2020-12-31T00:00:00,C22
0,2,Mr. Nguyễn Lê Văn,Chairman of BOD,59,1983      ,-1.0,          ,2021-06-30T00:00:00,C32
1,3,Mr. Võ Văn Lãnh,CEO,"14,49",1963      ,347782.0,1995      ,2021-06-30T00:00:00,C32
2,4,Ms. Phan Thị Thanh Xuân,Chief of Supervisory Board,203,1962      ,-1.0,N/A       ,2021-06-30T00:00:00,C32
3,5,Mr. Nguyễn Xuấn Hiếu,Chief Accountant,59,1982      ,3372.0,2006      ,2021-06-30T00:00:00,C32
4,6,Mr. Nguyễn Hữu Nghĩa,Member of BOD,3,1990      ,0.0,          ,2021-06-30T00:00:00,C32
5,7,Mr. Trịnh Tiến Bảy,Member of BOD,"35,56",1972      ,0.0,N/A       ,2021-06-30T00:00:00,C32
6,8,Mr. Trần Văn Bình,Deputy CEO/Member of BOD,59,1965      ,6694.0,1994      ,2021-06-30T00:00:00,C32
7,9,Mr. Văn Hoàng Tùng,Member of Supervisory Board,432,1966      ,-1.0,N/A       ,2021-06-30T00:00:00,C32
8,10,Ms. Phạm Thị Thùy Tiên,Member of Supervisory Board,"88,23",1986      ,-1.0,N/A       ,2021-06-30T00:00:00,C32
0,2,Mr. Phạm Nam Phong,Chairman of BOD,344,1983      ,2122538.0,2020      ,2021-06-30T00:00:00,C47
1,3,Mr. Dương Minh Quang,CEO/Member of BOD,413,1973      ,88141.0,1999      ,2021-06-30T00:00:00,C47
2,4,Mr. Hồ Đình Phong,Chief Accountant,59,1975      ,4.0,2001      ,2021-06-30T00:00:00,C47
3,5,Mr. Tạ Nam Bình,Vice Chairman of BOD,56,1975      ,0.0,          ,2021-06-30T00:00:00,C47
4,6,Mr. Bùi Văn Tuynh,Member of BOD,111,1972      ,0.0,          ,2021-06-30T00:00:00,C47
5,7,Mr. Đinh Tấn Dương,Deputy CEO,114,1963      ,44931.0,1983      ,2021-06-30T00:00:00,C47
6,8,Mr. Nguyễn Hữu Hải,Deputy CEO/Member of BOD,114,1975      ,19444.0,1998      ,2021-06-30T00:00:00,C47
7,9,Mr. Trần Đức Dương,Deputy CEO,322,1969      ,5.0,2021      ,2021-06-30T00:00:00,C47
8,10,Mr. Lương Đăng Hào,Member of Internal Audit,88,1975      ,238.0,1998      ,2021-06-30T00:00:00,C47
9,11,Ms. Đoàn Thị Bằng,Member of Internal Audit,59,1968      ,17.0,1987      ,2021-06-30T00:00:00,C47
10,12,Mr. Võ Trọng Hiếu,Cheif of Internal Audit/Member of BOD,306,1983      ,0.0,          ,2021-06-30T00:00:00,C47
11,13,Mr. Lê Trung Nam,,55,1974      ,0.0,2018      ,2021-06-30T00:00:00,C47
0,2,Mr. Nguyễn Anh Hưng,Chairman of BOD/Director,"49,56",1974      ,3815978.0,2007      ,2020-12-31T00:00:00,C92
1,3,Mr. Nguyễn Đình Nông,Chief of Supervisory Board,"59,27",1966      ,29010.0,1997      ,2020-12-31T00:00:00,C92
2,4,Mr. Đinh Quốc Hùng,Member of BOD,152,1964      ,32062.0,2001      ,2020-12-31T00:00:00,C92
3,5,Mr. Lê Linh,Member of Supervisory Board,203,-1        ,12429.0,N/A       ,2020-12-31T00:00:00,C92
4,6,Mr. Nguyễn Chí Thông,Member of Supervisory Board,203,-1        ,15036.0,N/A       ,2020-12-31T00:00:00,C92
5,7,Mr. Nguyễn Đình Lục,Deputy Director/Member of BOD,143,1968      ,101552.0,1999      ,2020-12-31T00:00:00,C92
6,8,Mr. Nguyễn Cảnh Tùng,Deputy Director/Member of BOD,158,1974      ,67814.0,1993      ,2020-12-31T00:00:00,C92
0,2,Mr. Lê Việt Thành,Chairman of BOD,"418,56",1970      ,0.0,2016      ,2020-12-31T00:00:00,CAG
1,3,Mr. Bùi Thành Hiệp,Vice Chairman of BOD/CEO,15,1967      ,2400.0,1996      ,2020-12-31T00:00:00,CAG
2,4,Ms. Nguyễn Thị Bạch Mai,Chief of Supervisory Board,15,1964      ,2700.0,1993      ,2020-12-31T00:00:00,CAG
3,5,Mr. Nguyễn Văn Cơ,Chief Accountant,88,1968      ,1800.0,2001      ,2020-12-31T00:00:00,CAG
4,6,Mr. Nguyễn Quốc Bảo,Member of BOD,24,1978      ,0.0,2011      ,2020-12-31T00:00:00,CAG
5,7,Mr. Nguyễn Việt Hùng,Member of BOD,35,1952      ,0.0,2011      ,2020-12-31T00:00:00,CAG
6,8,Mr. Lê Văn Phúc,Member of BOD,23,1954      ,529000.0,2011      ,2020-12-31T00:00:00,CAG
7,9,Mr. Trần Văn Cam,Deputy CEO/Member of BOD,215,1971      ,1200.0,2005      ,2020-12-31T00:00:00,CAG
8,10,Mr. Trần Tấn Phong,Deputy CEO/Member of BOD,88,1976      ,1300.0,2004      ,2020-12-31T00:00:00,CAG
9,11,Ms. Trần Thị Thúy Hạnh,Member of Supervisory Board,97,1983      ,400.0,2006      ,2020-12-31T00:00:00,CAG
10,12,Ms. Trần Thị Thu Trà,Member of Supervisory Board,59,1981      ,0.0,2016      ,2020-12-31T00:00:00,CAG
